"featureid"	"Adduct"	"CAS_Number"	"Charge"	"Compound_Name"	"Compound_Source"	"Data_Collector"	"ExactMass"	"FileScanUniqueID"	"INCHI"	"INCHI_AUX"	"Instrument"	"IonMode"	"Ion_Source"	"LibMZ"	"LibraryName"	"LibraryQualityString"	"Library_Class"	"MQScore"	"MZErrorPPM"	"MassDiff"	"NumberHits"	"Organism"	"PI"	"Precursor_MZ"	"Pubmed_ID"	"RT_Query"	"SharedPeaks"	"Smiles"	"SpecCharge"	"SpecMZ"	"SpectrumFile"	"SpectrumID"	"TIC_Query"	"UpdateWorkflowName"	"tags"	"internalFilename"
1026	"[M+H]+"	"N/A"	1	"lenticin"	"isolated"	"MoNA:VF-NPL-QEHF001171"	0	"spectra/specs_ms.mgf1026"	"InChI=1S/C14H18N2O2/c1-16(2,3)13(14(17)18)8-10-9-15-12-7-5-4-6-11(10)12/h4-7,9,13,15H,8H2,1-3H3"	"N/A"	"ESI-QFT"	"positive"	"N/A"	247.144	"lib-00029.mgf"	"Bronze"	3	0.941786	0	0	1	"MONA"	"MoNA"	247.144	"N/A"	0	6	"N/A"	1	247.144	"specs_ms.mgf"	"CCMSLIB00004692234"	977500	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
11671	"M+H"	"N/A"	1	"0516_Acetyl-sulfamethoxazole"	"Commercial"	"CASMI2016"	0	"spectra/specs_ms.mgf11671"	"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3"	"N/A"	"Orbitrap"	" Positive"	"LC-ESI"	325.171	"lib-00027.mgf"	"Gold"	1	0.941599	0.938509	0.000305176	1	"CASMI"	"CASMI"	325.171	2337	0	12	"CN(C)CCCC1(OCc2cc(ccc12)C#N)c1ccc(F)cc1"	1	325.171	"specs_ms.mgf"	"CCMSLIB00000579612"	10283400	"UPDATE-SINGLE-ANNOTATED-GOLD"	" "	"specs_ms.mgf"
581	"M+H"	"N/A"	1	"Spectral Match to Val-Pro from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf581"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	215.139	"lib-00032.mgf"	"Bronze"	3	0.940939	0.425552	9.15527E-05	1	"GNPS-NIST14-MATCHES"	"Data from Chris Turck"	215.139	"N/A"	0	6	"N/A"	1	215.139	"specs_ms.mgf"	"CCMSLIB00003136560"	962500	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
9966	"M+H"	50299122	1	"Spectral Match to Thr-Leu from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf9966"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	233.149	"lib-00032.mgf"	"Bronze"	3	0.940393	2.55241	0.000595093	1	"GNPS-NIST14-MATCHES"	"Data from Julia Gauglitz"	233.149	"N/A"	0	9	"N/A"	1	233.15	"specs_ms.mgf"	"CCMSLIB00003140084"	1201500	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
7017	"[M+H]+"	"N/A"	1	"Biliverdin"	"isolated"	"MoNA:VF-NPL-QEHF000101"	0	"spectra/specs_ms.mgf7017"	"InChI=1S/C33H34N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,34-35H,1-2,9-12H2,3-6H3,(H,37,42)(H,38,39)(H,40,41)/b24-13-,27-14-,28-15-"	"N/A"	"ESI-QFT"	"positive"	"N/A"	583.255	"lib-00029.mgf"	"Bronze"	3	0.93916	0.313937	582.247	1	"MONA"	"MoNA"	583.255	"N/A"	0	7	"N/A"	2	583.255	"specs_ms.mgf"	"CCMSLIB00004691164"	351100	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
4453	"M+H-H2O"	"N/A"	1	"Spectral Match to Phe-Pro from NIST14"	"Isolated"	"Data deposited by lfnothias"	0	"spectra/specs_ms.mgf4453"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	245.129	"lib-00032.mgf"	"Bronze"	3	0.938849	3.67263	0.000900269	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	245.129	"N/A"	0	7	"N/A"	1	245.128	"specs_ms.mgf"	"CCMSLIB00003137749"	323800	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3845	"M+H"	"N/A"	1	"Spectral Match to Ile-Tyr from NIST14"	"Isolated"	"Data deposited by lfnothias"	0	"spectra/specs_ms.mgf3845"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	295.159	"lib-00032.mgf"	"Bronze"	3	0.938751	18.3007	0.00540161	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	295.159	"N/A"	0	6	"N/A"	1	295.164	"specs_ms.mgf"	"CCMSLIB00003137975"	1409700	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
1138	"M+H-H2O"	87984825	1	"Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14"	"Isolated"	"Data deposited by pmallard"	0	"spectra/specs_ms.mgf1138"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	277.216	"lib-00032.mgf"	"Bronze"	3	0.937686	1.43112	0.000396729	1	"GNPS-NIST14-MATCHES"	"Data from Wolfender/Litaudon"	277.216	"N/A"	0	10	"N/A"	1	277.216	"specs_ms.mgf"	"CCMSLIB00003136281"	128400	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
11060	"M+H-H2O"	373499	1	"Spectral Match to cis-9-Hexadecenoic acid from NIST14"	"Isolated"	"Data deposited by pmallard"	0	"spectra/specs_ms.mgf11060"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	237.221	"lib-00032.mgf"	"Bronze"	3	0.937397	0.450262	0.000106812	1	"GNPS-NIST14-MATCHES"	"Data from Wolfender/Litaudon"	237.221	"N/A"	0	9	"N/A"	1	237.221	"specs_ms.mgf"	"CCMSLIB00003135779"	75800	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
1382	"M+H"	"N/A"	1	"CocamidopropylBetaine"	"Cosmetic _raw meterial"	"Amina"	342.288	"spectra/specs_ms.mgf1382"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	343.296	"lib-00013.mgf"	"Silver"	2	0.936423	1.68902	0.000579834	1	"GNPS-LIBRARY"	"Dorrestein"	343.296	"N/A"	0	6	"CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]"	1	343.295	"specs_ms.mgf"	"CCMSLIB00000077206"	38085000	"UPDATE-SINGLE-ANNOTATED-SILVER"	"Surfactant"	"specs_ms.mgf"
362	"M+H-NH3"	60184	1	"Spectral Match to L-Tyrosine from NIST14"	"Isolated"	"Data deposited by aaksenov"	0	"spectra/specs_ms.mgf362"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	165.055	"lib-00032.mgf"	"Bronze"	3	0.935755	2.40361	0.000396729	1	"GNPS-NIST14-MATCHES"	"Data from Karin"	165.055	"N/A"	0	6	"N/A"	1	165.055	"specs_ms.mgf"	"CCMSLIB00003137783"	26110000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
11948	"M+H"	"357399-43-0"	1	"Spectral Match to Hydroxybupropion from METLIN"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf11948"	"N/A"	"N/A"	"LC-ESI-QTOF"	"Positive-10eV"	"LC-ESI"	256.11	"lib-00032.mgf"	"Bronze"	3	0.934834	1.54906	0.000396729	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	256.11	"N/A"	0	8	"N/A"	1	256.11	"specs_ms.mgf"	"CCMSLIB00003137225"	4403000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
1208	"M+H"	"285-40-2"	1	"cyclo(L-Val-L-Pro)"	"Isolated"	"R Keyzers"	196.121	"spectra/specs_ms.mgf1208"	"N/A"	"N/A"	"qTof"	"Positive"	"DI-ESI"	197.129	"lib-00013.mgf"	"Bronze"	3	0.934828	3.56063	0.000701904	1	"GNPS-LIBRARY"	"Keyzers"	197.129	"N/A"	0	8	"N/A"	1	197.128	"specs_ms.mgf"	"CCMSLIB00000007145"	425100	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
9412	"M+H"	"N/A"	1	"Spectral Match to PyroGlu-Phe from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf9412"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	277.119	"lib-00032.mgf"	"Bronze"	3	0.934461	4.9556	0.00137329	1	"GNPS-NIST14-MATCHES"	"Data from System Wide MS course "	277.119	"N/A"	0	9	"N/A"	1	277.118	"specs_ms.mgf"	"CCMSLIB00003137591"	459200	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
7163	"M+H"	"N/A"	1	"Spectral Match to Limonene-1,2-epoxide from METLIN"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf7163"	"N/A"	"N/A"	"LC-ESI-QTOF"	"Positive-10eV"	"LC-ESI"	153.127	"lib-00032.mgf"	"Bronze"	3	0.933845	2.59085	0.000396729	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	153.127	"N/A"	0	6	"N/A"	1	153.127	"specs_ms.mgf"	"CCMSLIB00003139770"	128400	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3917	"M+H"	54739309	1	"Spectral Match to 13-Keto-9Z,11E-octadecadienoic acid from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf3917"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	295.226	"lib-00032.mgf"	"Bronze"	3	0.933484	0.413481	0.00012207	1	"GNPS-NIST14-MATCHES"	"Data from Joshua Wollam"	295.226	"N/A"	0	9	"N/A"	1	295.226	"specs_ms.mgf"	"CCMSLIB00003134668"	256800	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
6011	"M+H-H2O"	889573697	1	"Spectral Match to 8S-Hydroxy-9E,11Z,14Z-eicosatrienoic acid from NIST14"	"Isolated"	"Data deposited by mjmeehan"	0	"spectra/specs_ms.mgf6011"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	305.247	"lib-00032.mgf"	"Bronze"	3	0.932818	0.29993	9.15527E-05	1	"GNPS-NIST14-MATCHES"	"Data from Gabriel Haddad"	305.247	"N/A"	0	12	"N/A"	1	305.247	"specs_ms.mgf"	"CCMSLIB00003134506"	393000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
1001	"M+H-H2O"	263399355	1	"Spectral Match to 12,13-DiHOME from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf1001"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	297.242	"lib-00032.mgf"	"Bronze"	3	0.932694	0.718684	0.000213623	1	"GNPS-NIST14-MATCHES"	"Data from Christopher A. Lowry"	297.242	"N/A"	0	13	"N/A"	1	297.242	"specs_ms.mgf"	"CCMSLIB00003137244"	1689000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
12163	"M+H"	2315664	1	"Spectral Match to p-tert-Octylphenol decaglycol ether from NIST14"	"Isolated"	"Data deposited by eriche"	0	"spectra/specs_ms.mgf12163"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	647.434	"lib-00032.mgf"	"Bronze"	3	0.932404	2.92244	0.00189209	1	"GNPS-NIST14-MATCHES"	"Data from Piel, Dittmann"	647.434	"N/A"	0	9	"N/A"	1	647.436	"specs_ms.mgf"	"CCMSLIB00003139988"	144800	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
8636	"M+H"	"N/A"	1	"Spectral Match to Asn-Phe from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf8636"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	280.129	"lib-00032.mgf"	"Bronze"	3	0.932016	1.41624	0.000396729	1	"GNPS-NIST14-MATCHES"	"Data from Joshua Wollam"	280.129	"N/A"	0	11	"N/A"	1	280.129	"specs_ms.mgf"	"CCMSLIB00003135381"	240100	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
7493	"M+H"	31461617	1	"Spectral Match to Glu-Val-Phe from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf7493"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	394.197	"lib-00032.mgf"	"Bronze"	3	0.931988	1.00642	393.191	1	"GNPS-NIST14-MATCHES"	"Data from Julia Gauglitz"	394.197	"N/A"	0	12	"N/A"	2	394.197	"specs_ms.mgf"	"CCMSLIB00003140059"	4253000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
9432	"M+H"	"N/A"	1	"Spectral Match to Trp-Glu from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf9432"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	334.139	"lib-00032.mgf"	"Bronze"	3	0.931229	1.55264	0.000518799	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	334.139	"N/A"	0	9	"N/A"	1	334.138	"specs_ms.mgf"	"CCMSLIB00003140179"	682600	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
6374	"M+H"	1188370	1	"Spectral Match to N-Acetyl-L-glutamic acid from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf6374"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	190.071	"lib-00032.mgf"	"Bronze"	3	0.930956	0.481677	9.15527E-05	1	"GNPS-NIST14-MATCHES"	"Data from Christopher A. Lowry"	190.071	"N/A"	0	6	"N/A"	1	190.071	"specs_ms.mgf"	"CCMSLIB00003137835"	1488000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
11897	"[M+H]+"	"84057-84-1"	1	"Massbank:EA267604 Lamotrigine|6-(2,3-dichlorophenyl)-1,2,4-triazine-3,5-diamine"	"Isolated"	"Massbank"	0	"spectra/specs_ms.mgf11897"	"1S/C9H7Cl2N5/c10-5-3-1-2-4(6(5)11)7-8(12)14-9(13)16-15-7/h1-3H,(H4,12,13,14,16)"	"N/A"	"LC-ESI-ITFT"	"Positive"	"ESI"	256.015	"lib-00004.mgf"	"Bronze"	3	0.929645	0.834416	0.000213623	1	"MASSBANK"	"Putative Massbank Match"	256.015	"N/A"	0	8	"Cl-c(ccc1)c(Cl)c1-c(nnc2N)c(n2)N"	1	256.015	"specs_ms.mgf"	"CCMSLIB00000210200"	141700	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
746	"M+H"	"N/A"	1	"0358_Sulfamethazine"	"Commercial"	"CASMI2016"	0	"spectra/specs_ms.mgf746"	"InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)"	"N/A"	"Orbitrap"	" Positive"	"LC-ESI"	279.091	"lib-00027.mgf"	"Gold"	1	0.927727	1.09346	0.000305176	1	"CASMI"	"CASMI"	279.091	7560	0	11	"Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1"	1	279.091	"specs_ms.mgf"	"CCMSLIB00000579538"	1460600	"UPDATE-SINGLE-ANNOTATED-GOLD"	" "	"specs_ms.mgf"
12148	"M+NH4"	"51-03-6"	1	"Pesticide4_Piperonyl butoxide_C19H30O5_Butacide"	" "	"lfnothias"	338.209	"spectra/specs_ms.mgf12148"	"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3"	"N/A"	"Maxis HD qTOF"	"positive"	" "	356.243	"lib-00021.mgf"	"Gold"	1	0.927188	0.599655	0.000213623	1	"GNPS-COLLECTIONS-PESTICIDES-POSITIVE"	"Dorrestein/Touboul"	356.243	"n/a"	0	6	"CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2"	1	356.243	"specs_ms.mgf"	"CCMSLIB00001058997"	1846500	"UPDATE-SINGLE-ANNOTATED-GOLD"	" "	"specs_ms.mgf"
9396	"M+H"	146805	1	"Spectral Match to Xanthosine from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf9396"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	285.083	"lib-00032.mgf"	"Bronze"	3	0.92466	0.321144	9.15527E-05	1	"GNPS-NIST14-MATCHES"	"Data from Kevin Bush"	285.083	"N/A"	0	8	"N/A"	1	285.083	"specs_ms.mgf"	"CCMSLIB00003136982"	695000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3270	"M+H-H2O"	148019743	1	"Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14"	"Isolated"	"Data deposited by pmallard"	0	"spectra/specs_ms.mgf3270"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	265.216	"lib-00032.mgf"	"Bronze"	3	0.924403	0	0	1	"GNPS-NIST14-MATCHES"	"Data from Wolfender/Litaudon"	265.216	"N/A"	0	6	"N/A"	1	265.216	"specs_ms.mgf"	"CCMSLIB00003135404"	91400	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
2605	"[M+H]+"	"86386-73-4"	1	"Massbank:EA032810 Fluconazole|2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)-2-propanol"	"Isolated"	"Massbank"	0	"spectra/specs_ms.mgf2605"	"1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2"	"N/A"	"LC-ESI-ITFT"	"Positive"	"ESI"	307.111	"lib-00004.mgf"	"Bronze"	3	0.923556	1.58992	0.000488281	1	"MASSBANK"	"Putative Massbank Match"	307.111	"N/A"	0	7	"OC(CN1C=NC=N1)(CN2C=NC=N2)C3=C(F)C=C(F)C=C3"	1	307.111	"specs_ms.mgf"	"CCMSLIB00000208380"	240200	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3453	"M+H"	"N/A"	1	"Spectral Match to Arg-Phe from NIST14"	"Isolated"	"Data deposited by lfnothias"	0	"spectra/specs_ms.mgf3453"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	322.187	"lib-00032.mgf"	"Bronze"	3	0.922718	0.852481	0.000274658	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	322.187	"N/A"	0	13	"N/A"	1	322.187	"specs_ms.mgf"	"CCMSLIB00003139461"	2593900	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
12834	"M+H"	"N/A"	1	"Spectral Match to Ile-Arg from NIST14"	"Isolated"	"Data deposited by lfnothias"	0	"spectra/specs_ms.mgf12834"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	288.203	"lib-00032.mgf"	"Bronze"	3	0.922525	1.05889	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	288.203	"N/A"	0	8	"N/A"	1	288.203	"specs_ms.mgf"	"CCMSLIB00003136730"	220500	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
12280	"M+NH4"	" "	0	"Contaminant vial septum ThermoFisher C5000-44B"	"Commercial"	"lfnothias"	0	"spectra/specs_ms.mgf12280"	" "	" "	"Orbitrap"	"Positive"	"LC-ESI"	702.215	"lib-00013.mgf"	"Bronze"	3	0.920746	2.34679	0.00164795	1	"GNPS-LIBRARY"	"Contaminant vial septum ThermoFisher C5000-44B"	702.215	" "	0	15	" "	1	702.213	"specs_ms.mgf"	"CCMSLIB00005435822"	509900	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3356	"M+H"	"N/A"	1	"Spectral Match to PyroGlu-Tyr from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf3356"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	293.114	"lib-00032.mgf"	"Bronze"	3	0.920683	4.78929	0.00140381	1	"GNPS-NIST14-MATCHES"	"Data from System Wide MS course "	293.114	"N/A"	0	9	"N/A"	1	293.113	"specs_ms.mgf"	"CCMSLIB00003135336"	2315200	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
620	"M+H-H2O"	87984825	1	"Spectral Match to 13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid from NIST14"	"Isolated"	"Data deposited by pmallard"	0	"spectra/specs_ms.mgf620"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	277.216	"lib-00032.mgf"	"Bronze"	3	0.920393	1.10086	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Wolfender/Litaudon"	277.216	"N/A"	0	12	"N/A"	1	277.216	"specs_ms.mgf"	"CCMSLIB00003136281"	444000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
417	"M+H"	542449	1	"Spectral Match to 1-Hexadecanoyl-sn-glycerol from NIST14"	"Isolated"	"Data deposited by eriche"	0	"spectra/specs_ms.mgf417"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	331.285	"lib-00032.mgf"	"Bronze"	3	0.919952	3.96111	0.00131226	1	"GNPS-NIST14-MATCHES"	"Data from Piel"	331.285	"N/A"	0	8	"N/A"	1	331.284	"specs_ms.mgf"	"CCMSLIB00003137910"	121800	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
6669	"M+H"	81130	1	"Spectral Match to Dexpanthenol from NIST14"	"Isolated"	"Data deposited by daniel"	0	"spectra/specs_ms.mgf6669"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	206.139	"lib-00032.mgf"	"Bronze"	3	0.918221	1.99859	0.000411987	1	"GNPS-NIST14-MATCHES"	"Data from Pieter Dorrestein"	206.139	"N/A"	0	7	"N/A"	1	206.139	"specs_ms.mgf"	"CCMSLIB00003135881"	1771000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
2830	"M+H"	"73-40-5"	1	"Guanine"	"Commercial standard"	"Prasad"	151.049	"spectra/specs_ms.mgf2830"	"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)"	"UYTPUPDQBNUYGX-UHFFFAOYSA-N"	"Q-Exactive Plus"	"Positive"	"DI-ESI"	151.13	"lib-00016.mgf"	"Gold"	1	0.917201	51.2761	0.00779724	1	"GNPS-EMBL-MCF"	"Alexandrov Theodore"	151.13	764	0	6	"N/A"	1	152.056	"specs_ms.mgf"	"CCMSLIB00000479701"	538200	"UPDATE-SINGLE-ANNOTATED-GOLD"	" "	"specs_ms.mgf"
11373	"M+H"	105835447	1	"Spectral Match to 15-OxoEDE from NIST14"	"Isolated"	"Data deposited by pmallard"	0	"spectra/specs_ms.mgf11373"	"N/A"	"N/A"	"HCD"	"Positive"	"ESI"	323.258	"lib-00032.mgf"	"Bronze"	3	0.917038	0.944063	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Wolfender/Litaudon"	323.258	"N/A"	0	12	"N/A"	1	323.258	"specs_ms.mgf"	"CCMSLIB00003135541"	275300	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
3608	"M+H"	"N/A"	1	"Spectral Match to Tyr-Val from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf3608"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	281.149	"lib-00032.mgf"	"Bronze"	3	0.916052	16.0648	0.0045166	1	"GNPS-NIST14-MATCHES"	"Data from Joshua Wollam"	281.149	"N/A"	0	8	"N/A"	1	281.154	"specs_ms.mgf"	"CCMSLIB00003137604"	914600	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
8756	"M+H"	123784	1	"Spectral Match to D-erythro-C18-Sphingosine from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf8756"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	300.289	"lib-00032.mgf"	"Bronze"	3	0.916006	1.01627	0.000305176	1	"GNPS-NIST14-MATCHES"	"Data from Joshua Wollam"	300.289	"N/A"	0	8	"N/A"	1	300.289	"specs_ms.mgf"	"CCMSLIB00003138153"	158900	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
494	"M+H-H2O"	69794	1	"Spectral Match to Maltose from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf494"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	325.112	"lib-00032.mgf"	"Bronze"	3	0.914869	2.15896	0.000701904	1	"GNPS-NIST14-MATCHES"	"Data from Julia Gauglitz"	325.112	"N/A"	0	9	"N/A"	1	325.113	"specs_ms.mgf"	"CCMSLIB00003139579"	3051200	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
2621	"M+H"	"N/A"	1	"Spectral Match to Ile-Thr from NIST14"	"Isolated"	"Data deposited by fevargas"	0	"spectra/specs_ms.mgf2621"	"N/A"	"N/A"	"QqQ"	"Positive"	"ESI"	233.149	"lib-00032.mgf"	"Bronze"	3	0.914548	2.15973	0.00050354	1	"GNPS-NIST14-MATCHES"	"Data from Joshua Wollam"	233.149	"N/A"	0	7	"N/A"	1	233.15	"specs_ms.mgf"	"CCMSLIB00003138677"	13025000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
2914	"M+H"	"N/A"	1	"Spectral Match to Lys-Ile from NIST14"	"Isolated"	"Data deposited by mjmeehan"	0	"spectra/specs_ms.mgf2914"	"N/A"	"N/A"	"Q-TOF"	"Positive"	"ESI"	260.197	"lib-00032.mgf"	"Bronze"	3	0.909513	1.52472	0.000396729	1	"GNPS-NIST14-MATCHES"	"Data from Gabriel Haddad"	260.197	"N/A"	0	8	"N/A"	1	260.197	"specs_ms.mgf"	"CCMSLIB00003137550"	8726000	"UPDATE-SINGLE-ANNOTATED-BRONZE"	" "	"specs_ms.mgf"
